Date,Symbol,Company Name,Type,Split Ratio
"May 30, 2025",EJH,E-home Household Service Holdings Ltd.,Reverse,1 for 50
"May 29, 2025",TAOP,Taoping Inc,Reverse,1 for 30
"May 28, 2025",LYRA,Lyra Therapeutics Inc,Reverse,1 for 50
"May 28, 2025",ASPS,Altisource Portfolio Solutions SA,Reverse,1 for 8
"May 27, 2025",PLRZ,Polyrizon Ltd.,Reverse,1 for 250
"May 27, 2025",FRGT,Freight Technologies Inc,Reverse,1 for 4
"May 27, 2025",APVO,Aptevo Therapeutics Inc,Reverse,1 for 20
"May 23, 2025",QVCGA,Qvc Group Inc,Reverse,1 for 50
"May 23, 2025",DGLY,Digital Ally Inc,Reverse,1 for 100
"May 21, 2025",AIFU,Aifu Inc,Reverse,1 for 20
"May 20, 2025",UOKA,Mdjm Ltd.,Reverse,1 for 25
"May 20, 2025",CVM,Cel Sci Corp,Reverse,1 for 30
"May 20, 2025",CDT,Conduit Pharmaceuticals Inc,Reverse,1 for 15
"May 19, 2025",CNEY,Cn Energy Group Inc,Reverse,1 for 25
"May 19, 2025",BON,Bon Natural Life Ltd.,Reverse,1 for 25
"May 15, 2025",RNAZ,Transcode Therapeutics Inc,Reverse,1 for 28
"May 14, 2025",XAGE,Longevity Health Holdings Inc,Reverse,1 for 30
"May 14, 2025",MLEC,Moolec Science SA,Reverse,1 for 10
"May 13, 2025",CDIO,Cardio Diagnostics Holdings Inc,Reverse,1 for 30
"May 12, 2025",STI,Solidion Technology Inc,Reverse,1 for 50
"May 12, 2025",BGMS,Bio Green Med Solution Inc,Reverse,1 for 16
"May 12, 2025",ALZN,Alzamend Neuro Inc,Reverse,1 for 9
"May 9, 2025",XHG,Xchange Tecinc,Reverse,1 for 20
"May 9, 2025",HIND,Vyome Holdings Inc,Reverse,1 for 25
"May 9, 2025",GDHG,Golden Heaven Group Holdings Ltd.,Reverse,1 for 25
"May 7, 2025",YCBD,Cbdmd Inc,Reverse,1 for 8
"May 7, 2025",DGLY,Digital Ally Inc,Reverse,1 for 20
"May 6, 2025",SBET,Sharplink Gaming Ltd.,Reverse,1 for 12
"May 5, 2025",WAI,Top Kingwin Ltd.,Reverse,1 for 25
"May 5, 2025",SLGL,Sol-gel Technologies Ltd.,Reverse,1 for 10
"May 5, 2025",PTIX,Protagenic Therapeutics Inc,Reverse,1 for 14
"May 5, 2025",PBM,Psyence Biomedical Ltd.,Reverse,1 for 7.97
"May 5, 2025",NIVF,Newgenivf Group Ltd.,Reverse,1 for 10
"May 2, 2025",LITM,Snow Lake Resources Ltd.,Reverse,1 for 13
"May 2, 2025",HSDT,Helius Medical Technologies Inc,Reverse,1 for 15
"May 2, 2025",CWD,Calibercos Inc,Reverse,1 for 20
"May 1, 2025",PTPI,Petros Pharmaceuticals Inc,Reverse,1 for 25
"Apr 29, 2025",JBIO,Jade Biosciences Inc,Reverse,1 for 35
"Apr 29, 2025",FOXO,Foxo Technologies Inc,Reverse,1 for 10
"Apr 28, 2025",XFOR,X4 Pharmaceuticals Inc,Reverse,1 for 30
"Apr 28, 2025",STSS,Sharps Technology Inc,Reverse,1 for 300.3
"Apr 28, 2025",STKH,Steakholder Foods Ltd.,Reverse,1 for 5
"Apr 28, 2025",NAAS,Naas Technology Inc,Reverse,1 for 4
"Apr 28, 2025",DEA,Easterly Government Properties Inc,Reverse,1 for 2.5
"Apr 23, 2025",DFSC,Defsec Technologies Inc,Reverse,1 for 21
"Apr 22, 2025",MCRB,Seres Therapeutics Inc,Reverse,1 for 20
"Apr 22, 2025",FMTOF,Femto Technologies Inc,Reverse,1 for 500
"Apr 22, 2025",BSLK,Bolt Projects Holdings Inc,Reverse,1 for 20
"Apr 21, 2025",YHC,Lqr House Inc,Reverse,1 for 35
"Apr 21, 2025",SUNE,Sunation Energy Inc,Reverse,1 for 200
"Apr 21, 2025",HOLO,Microcloud Hologram Inc,Reverse,1 for 40
"Apr 21, 2025",DDC,Ddc Enterprise Ltd.,Reverse,1 for 25
"Apr 21, 2025",BMRA,Biomerica Inc,Reverse,1 for 8
"Apr 17, 2025",KZIA,Kazia Therapeutics Ltd.,Reverse,1 for 5
"Apr 16, 2025",TVRD,Tvardi Therapeutics Inc,Reverse,1 for 3
"Apr 15, 2025",STBXF,Starbox Group Holdings Ltd.,Reverse,1 for 14
"Apr 15, 2025",SCLX,Scilex Holding Co.,Reverse,1 for 35
"Apr 15, 2025",FRGE,Forge Global Holdings Inc,Reverse,1 for 15
"Apr 15, 2025",CPHI,China Pharma Holdings Inc,Reverse,1 for 10
"Apr 14, 2025",WIMI,Wimi Hologram Cloud Inc,Reverse,1 for 20
"Apr 14, 2025",PIII,P3 Health Partners Inc,Reverse,1 for 50
"Apr 14, 2025",MAAS,Maase Inc,Reverse,1 for 59.99
"Apr 11, 2025",HCWB,Hcw Biologics Inc,Reverse,1 for 40
"Apr 11, 2025",BINI,Bollinger Innovations Inc,Reverse,1 for 100
"Apr 11, 2025",AMRN,Amarin Corp PLC,Reverse,1 for 20
"Apr 10, 2025",WBUY,Webuy Global Ltd.,Reverse,1 for 120.05
"Apr 9, 2025",TPST,Tempest Therapeutics Inc,Reverse,1 for 13
"Apr 9, 2025",QNRX,Quoin Pharmaceuticals Ltd.,Reverse,1 for 20
"Apr 8, 2025",VEEE,Twin Vee Powercats Co.,Reverse,1 for 10
"Apr 7, 2025",TGL,Treasure Global Inc,Reverse,1 for 50
"Apr 7, 2025",SPPL,Simpple Ltd.,Reverse,1 for 8
"Apr 7, 2025",NEGG,Newegg Commerce Inc,Reverse,1 for 20
"Apr 7, 2025",LGCB,Linkage Global Inc,Reverse,1 for 10
"Apr 7, 2025",BGLC,Bionexus Gene Lab Corp,Reverse,1 for 10
"Apr 4, 2025",SOBR,Sobr Safe Inc,Reverse,1 for 10
"Apr 4, 2025",FTFT,Future Fintech Group Inc,Reverse,1 for 10
"Apr 4, 2025",CISS,C3is Inc,Reverse,1 for 6
"Apr 4, 2025",AEHL,Antelope Enterprise Holdings Ltd.,Reverse,1 for 40
"Apr 3, 2025",MKTW,Marketwise Inc,Reverse,1 for 20
"Apr 2, 2025",VCIG,Vci Global Ltd.,Reverse,1 for 20
"Apr 1, 2025",WNW,Meiwu Technology Co Ltd.,Reverse,1 for 20
"Apr 1, 2025",ICON,Icon Energy Corp,Reverse,1 for 40
"Mar 31, 2025",WTO,Utime Ltd.,Reverse,1 for 10
"Mar 31, 2025",VMAR,Vision Marine Technologies Inc,Reverse,1 for 10
"Mar 31, 2025",NXUR,Nxu Inc,Reverse,1 for 20
"Mar 31, 2025",HUBC,Hub Cyber Security Ltd.,Reverse,1 for 10
"Mar 31, 2025",AUUD,Auddia Inc,Reverse,1 for 17
"Mar 31, 2025",AREB,American Rebel Holdings Inc,Reverse,1 for 25
"Mar 28, 2025",SBEV,Splash Beverage Group Inc,Reverse,1 for 40
"Mar 28, 2025",ACON,Aclarion Inc,Reverse,1 for 27
"Mar 26, 2025",LGHL,Lion Group Holding Ltd.,Reverse,1 for 50
"Mar 26, 2025",GRFXY,Graphex Group Ltd.,Reverse,1 for 5
"Mar 25, 2025",XELB,Xcel Brands Inc,Reverse,1 for 10
"Mar 24, 2025",ZCAR,Zoomcar Holdings Inc,Reverse,1 for 20
"Mar 24, 2025",UPC,Universe Pharmaceuticals Inc,Reverse,1 for 40
"Mar 24, 2025",SHFS,Shf Holdings Inc,Reverse,1 for 20
"Mar 24, 2025",JAGX,Jaguar Health Inc,Reverse,1 for 25
"Mar 24, 2025",ANGI,Angi Inc,Reverse,1 for 10
"Mar 21, 2025",VRPX,Virpax Pharmaceuticals Inc,Reverse,1 for 25
"Mar 21, 2025",VIVS,Vivosim Labs Inc,Reverse,1 for 12
"Mar 20, 2025",OM,Outset Medical Inc,Reverse,1 for 15
"Mar 18, 2025",WKSP,Worksport Ltd.,Reverse,1 for 10
"Mar 18, 2025",ULY,Urgently Inc,Reverse,1 for 12
"Mar 18, 2025",IVF,Invo Fertility Inc,Reverse,1 for 12
"Mar 18, 2025",HEPA,Hepion Pharmaceuticals Inc,Reverse,1 for 50
"Mar 17, 2025",WLDS,Wearable Devices Ltd.,Reverse,1 for 4
"Mar 17, 2025",WKHS,Workhorse Group Inc,Reverse,1 for 12.5
"Mar 17, 2025",SAIH,Saiheat Ltd.,Reverse,1 for 15
"Mar 17, 2025",NWTG,Newton Golf Company Inc,Reverse,1 for 30
"Mar 17, 2025",FAMI,Farmmi Inc,Reverse,1 for 12
"Mar 17, 2025",BHAT,Blue Hat Interactive Entertainment Technology,Reverse,1 for 100
